DUT_SN,Sys_Type,Test_Group,Test_Name,Board_SN,BPU_SN,Chip_Type,Chip_Num,Channel,PA,Result,Units,Min_Limit_ATE,Max_Limit_ATE,Verdict_ATE,Error_Msg,LOM_Freq_Config_MHz,RF_Freq_Config_MHz,Signal_Type,DTS_C,Iteration,Chip_ATE_SN,OTP_ID,Chip_Step,Digital_Backoff,Gain_State_dB,PS_Current_Meas_A,PS_Voltage_Meas_V,0V95_Meas_V,1V25_Meas_V,1V8_Meas_V,Lo_Rejection_dBc,Lsb_Rejection_dBc,RF_Freq_Meas_MHz,RF_PeakPower_Meas_dBm,R_Meter_Value_Dword,R_Meter_R_Ratio,R_Meter_Msg,Rc_Delta_Tau_Meas,Rc_Delta_Tau_Ratio,Rc_Tau_0_Res,Rc_Tau_1_Res,Name_Limit_ATE,OTP_Version,Driver_Version,Tester_Version,SRA_Version,SW_Version,Radar_API_Version,Limits_Doc_Version,PC_Name,Measure_Antenna_dBi,Corner_Reflector_dBsm,Radom,Absorber,Antenna_Distance_m,Corner_Reflector_Distance_m,Spectrum_Type,User_Data,Note,Time,Global_Time
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,0,2,1,0.245289803,dB,-5.0,5.0,1,,76128.75,,MRR,64,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,0,2,2,-0.221662164,dB,-5.0,5.0,1,,76128.75,,MRR,64,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,0,1,2,-1.03288662,dB,-5.0,5.0,1,,76128.75,,MRR,64,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,0,1,1,-0.469522,dB,-5.0,5.0,1,,76128.75,,MRR,64,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,0,0,1,0.644698203,dB,-5.0,5.0,1,,76128.75,,MRR,64,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,0,0,2,-1.41363084,dB,-5.0,5.0,1,,76128.75,,MRR,64,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,3,2,-0.0792517662,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,3,1,0.450157225,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,2,1,-1.1272856,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,2,2,0.11116147,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,1,2,1.3464458,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,1,1,-0.296521664,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,0,1,0.54260838,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,4,0,2,0.686050117,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,3,2,-1.64405572,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,3,1,0.757567286,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,2,1,0.128138065,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,2,2,0.114424944,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,1,2,-0.83139,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,1,1,0.0749337673,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,0,1,0.73539567,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMt,,4330102202001235,Tx,3,0,2,0.673793375,dB,-5.0,5.0,1,,76128.75,,MRR,65,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-08,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,0,5,,2.10813808,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,0,4,,0.343388945,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,0,3,,1.10283256,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,0,2,,0.0750104487,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,0,1,,1.07657897,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,0,0,,0.00243583322,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,1,5,,0.195562989,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,1,4,,-0.266121,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,1,3,,0.24035278,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,1,2,,-0.190895647,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,1,1,,-0.29081139,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,1,0,,0.371756703,dB,-5.0,5.0,1,,76128.75,,MRR,66,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,2,5,,-0.835257411,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,2,4,,0.946970224,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,2,3,,-1.95393622,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,2,2,,0.388923854,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,2,1,,-0.0905762613,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,2,0,,0.31147328,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,3,5,,-0.294182032,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
4432102105000898,bsr32,SRA,Gain_MMr,,4330102202001235,Rx,3,4,,-1.20481074,dB,-5.0,5.0,1,,76128.75,,MRR,67,1,,,B0,,,,,,,,,,0,0,,,,,,,,,,2.2.10,HVT_BPU_V1.0.2-108-gdf5401f,Algo_3.12.0,v3.11.2,3.11.2.dev2,,radarlnx-hvt2,15,-20,POR,POR,1.6,6.26,Rohde & Schwarz FSW26,IQ_RECORDING,,2025-05-11--19-17-09,2025-05-11--19-09-55
